GeneSymbol,Category
AC006455.2,processed_transcript
AC006458.3,lincRNA
AC006460.2,antisense
AC006461.2,processed_pseudogene
AC006465.3,protein_coding
AC006465.4,processed_pseudogene
AC006466.5,processed_pseudogene
AC006478.1,misc_RNA
AC006480.2,NA
AC006481.1,lincRNA
AC006482.1,lincRNA
AC006483.5,processed_pseudogene
AC006483.7,sense_intronic
AC006483.8,NA
AC006486.1,NA
AC006487.1,NA
AC006499.1,processed_pseudogene
AC006499.2,processed_pseudogene
AC006499.3,processed_pseudogene
AC006499.4,processed_pseudogene
AC006499.5,processed_pseudogene
AC006499.6,processed_pseudogene
AC006499.7,processed_pseudogene
AC006499.8,processed_pseudogene
AC006504.1,NA
AC006504.2,NA
AC006504.3,NA
AC006509.4,processed_pseudogene
AC006509.6,NA
AC006509.7,processed_pseudogene
AC006517.1,NA
AC006534.1,NA
AC006538.1,NA
AC006539.2,processed_pseudogene
AC006547.1,NA
AC006547.13,antisense
AC006547.14,protein_coding
AC006547.8,antisense
AC006548.19,processed_pseudogene
AC006548.20,IG_V_pseudogene
AC006552.1,lincRNA
AC006557.1,NA
AC006557.2,processed_pseudogene
AC006559.1,NA
AC006559.2,NA
AC006926.1,NA
AC006927.1,NA
AC006927.2,NA
AC006927.3,NA
AC006927.4,NA
AC006946.12,processed_pseudogene
AC006946.15,lincRNA
AC006947.1,sense_intronic
AC006948.1,NA
AC006953.1,misc_RNA
AC006960.5,processed_pseudogene
AC006960.7,antisense
AC006978.1,NA
AC006978.6,processed_pseudogene
AC006986.3,lincRNA
AC006987.4,unprocessed_pseudogene
AC006987.5,unprocessed_pseudogene
AC006987.6,unprocessed_pseudogene
AC006987.7,unprocessed_pseudogene
AC006988.1,NA
AC006988.4,processed_pseudogene
AC006989.2,processed_pseudogene
AC006994.1,processed_pseudogene
AC006994.2,NA
AC006995.1,NA
AC006995.8,NA
AC007000.10,processed_pseudogene
AC007000.11,NA
AC007000.12,unprocessed_pseudogene
AC007000.7,transcribed_unprocessed_pseudogene
AC007000.8,transcribed_unprocessed_pseudogene
AC007001.1,NA
AC007001.3,NA
AC007001.4,antisense
AC007003.1,processed_transcript
AC007006.1,NA
AC007009.1,antisense
AC007014.1,processed_pseudogene
AC007016.3,processed_pseudogene
AC007033.2,processed_pseudogene
AC007036.4,sense_intronic
AC007036.5,sense_overlapping
AC007036.6,lincRNA
AC007038.7,antisense
AC007040.1,misc_RNA
AC007040.5,lincRNA
AC007040.6,antisense
AC007040.7,antisense
AC007040.8,antisense
AC007041.2,processed_pseudogene
AC007041.3,unitary_pseudogene
AC007050.14,unprocessed_pseudogene
AC007050.17,antisense
AC007050.18,unprocessed_pseudogene
AC007050.9,transcribed_unprocessed_pseudogene
AC007056.1,NA
AC007064.22,processed_pseudogene
AC007064.23,processed_pseudogene
AC007064.24,lincRNA
AC007064.25,processed_pseudogene
AC007064.26,processed_pseudogene
AC007064.28,NA
AC007066.1,NA
AC007078.4,antisense
AC007091.1,lincRNA
AC007092.1,lincRNA
AC007096.1,NA
AC007098.1,antisense
AC007099.1,antisense
AC007099.2,antisense
AC007106.1,lincRNA
AC007126.1,lincRNA
AC007128.1,antisense
AC007130.1,NA
AC007130.2,NA
AC007131.1,lincRNA
AC007131.2,lincRNA
AC007161.4,transcribed_processed_pseudogene
AC007161.5,NA
AC007163.10,unprocessed_pseudogene
AC007163.11,unprocessed_pseudogene
AC007163.12,unprocessed_pseudogene
AC007163.13,unprocessed_pseudogene
AC007163.3,lincRNA
AC007163.4,transcribed_unprocessed_pseudogene
AC007163.6,antisense
AC007163.8,unprocessed_pseudogene
AC007163.9,unprocessed_pseudogene
AC007179.1,lincRNA
AC007182.6,antisense
AC007189.2,processed_pseudogene
AC007193.2,NA
AC007216.1,NA
AC007216.2,protein_coding
AC007224.1,misc_RNA
AC007225.1,NA
AC007228.1,NA
AC007237.2,processed_pseudogene
AC007238.1,processed_pseudogene
AC007239.1,NA
AC007241.1,NA
AC007241.2,NA
AC007241.3,NA
AC007241.4,lincRNA
AC007241.5,unprocessed_pseudogene
AC007242.2,NA
AC007242.3,processed_pseudogene
AC007244.2,NA
AC007245.1,NA
AC007246.3,antisense
AC007248.6,processed_pseudogene
AC007248.7,processed_pseudogene
AC007249.3,lincRNA
AC007250.4,lincRNA
AC007251.2,NA
AC007253.1,processed_pseudogene
AC007254.3,antisense
AC007255.7,transcribed_processed_pseudogene
AC007255.8,antisense
AC007256.5,processed_pseudogene
AC007271.3,antisense
AC007272.1,NA
AC007272.2,processed_pseudogene
AC007272.3,processed_pseudogene
AC007274.2,unprocessed_pseudogene
AC007274.5,unprocessed_pseudogene
AC007275.2,transcribed_unprocessed_pseudogene
AC007275.3,processed_pseudogene
AC007276.1,miRNA
AC007276.2,NA
AC007276.3,NA
AC007276.4,NA
AC007276.5,transcribed_unprocessed_pseudogene
AC007276.6,NA
AC007276.7,NA
AC007277.3,antisense
AC007278.2,sense_intronic
AC007278.3,sense_intronic
AC007279.2,processed_pseudogene
AC007282.1,NA
AC007282.2,NA
AC007282.3,NA
AC007282.6,unprocessed_pseudogene
AC007283.1,NA
AC007283.2,NA
AC007283.3,NA
AC007283.4,processed_pseudogene
AC007283.5,3prime_overlapping_ncRNA
AC007284.4,NA
AC007285.1,NA
AC007285.6,antisense
AC007285.7,antisense
AC007308.6,NA
AC007312.3,processed_pseudogene
AC007314.1,NA
AC007316.3,processed_pseudogene
AC007317.1,lincRNA
AC007318.5,processed_pseudogene
AC007319.1,antisense
AC007320.3,NA
AC007320.7,lincRNA
AC007322.1,unprocessed_pseudogene
AC007322.3,unprocessed_pseudogene
AC007322.5,unprocessed_pseudogene
AC007322.7,unprocessed_pseudogene
AC007327.5,antisense
AC007327.6,processed_pseudogene
AC007333.1,NA
AC007333.2,NA
AC007339.1,NA
AC007342.1,NA
AC007346.1,NA
AC007346.2,NA
AC007347.1,protein_coding
AC007349.4,lincRNA
AC007349.5,lincRNA
AC007349.6,processed_pseudogene
AC007349.7,antisense
AC007353.1,NA
AC007358.1,NA
AC007359.6,lincRNA
AC007362.1,NA
AC007362.3,antisense
AC007364.1,lincRNA
AC007365.1,lincRNA
AC007365.3,lincRNA
AC007365.4,processed_pseudogene
AC007379.2,NA
AC007379.5,NA
AC007379.6,unprocessed_pseudogene
AC007381.2,NA
AC007381.3,lincRNA
AC007383.3,lincRNA
AC007383.4,antisense
AC007383.5,processed_pseudogene
AC007383.6,processed_pseudogene
AC007383.7,processed_pseudogene
AC007384.1,NA
AC007384.2,NA
AC007384.3,misc_RNA
AC007385.1,NA
AC007386.1,misc_RNA
AC007386.2,lincRNA
AC007386.3,processed_pseudogene
AC007386.4,antisense
AC007387.1,NA
AC007387.2,processed_pseudogene
AC007388.1,NA
AC007389.1,processed_pseudogene
AC007389.2,processed_pseudogene;misc_RNA
AC007389.3,lincRNA
AC007389.4,processed_pseudogene
AC007390.4,processed_pseudogene
AC007390.5,protein_coding
AC007390.6,NA
AC007391.2,lincRNA
AC007392.3,lincRNA
AC007392.4,lincRNA
AC007394.2,processed_pseudogene
AC007394.3,processed_pseudogene
AC007395.3,antisense
AC007395.4,processed_pseudogene
AC007395.5,processed_pseudogene
AC007401.2,NA
AC007402.1,NA
AC007403.1,lincRNA
AC007403.2,lincRNA
AC007403.3,lincRNA
AC007405.2,lincRNA
AC007405.4,lincRNA
AC007405.6,lincRNA
AC007405.7,protein_coding
AC007405.8,antisense
AC007421.1,NA
AC007422.1,lincRNA
AC007431.1,protein_coding;misc_RNA
AC007431.2,NA
AC007436.1,NA
AC007436.2,antisense
AC007436.3,NA
AC007437.1,NA
AC007450.2,NA
AC007450.3,lincRNA
AC007455.8,protein_coding
AC007455.9,unprocessed_pseudogene
AC007461.2,lincRNA
AC007463.2,lincRNA
AC007464.1,lincRNA
AC007465.1,NA
AC007486.1,NA
AC007491.1,NA
AC007493.2,NA
AC007497.1,NA
AC007528.1,NA
AC007535.2,NA
AC007537.1,processed_pseudogene
AC007537.2,NA
AC007546.1,NA
AC007547.2,NA
AC007551.1,NA
AC007551.2,processed_pseudogene
AC007551.3,lincRNA
AC007556.2,processed_pseudogene
AC007556.3,antisense
AC007557.1,lincRNA
AC007557.2,antisense
AC007557.3,lincRNA
AC007557.4,antisense
AC007559.1,processed_pseudogene
AC007560.1,processed_pseudogene
AC007562.1,unprocessed_pseudogene
AC007563.1,lincRNA
AC007563.2,processed_pseudogene
AC007563.3,lincRNA
AC007563.4,processed_pseudogene
AC007563.5,antisense
AC007566.10,antisense
AC007566.11,transcribed_unitary_pseudogene
AC007567.1,NA
AC007568.1,processed_pseudogene
AC007595.1,NA
AC007595.2,NA
AC007595.3,NA
AC007595.4,NA
AC007595.5,NA
AC007599.1,NA
AC007601.1,antisense
AC007603.1,NA
AC007608.1,antisense
AC007608.2,NA
AC007610.1,processed_pseudogene
AC007610.3,NA
AC007611.1,NA
AC007616.1,NA
AC007618.1,antisense
AC007618.3,processed_pseudogene
AC007619.1,NA
AC007620.3,antisense
AC007622.1,NA
AC007623.1,NA
AC007623.2,NA
AC007638.1,NA
AC007638.2,transcribed_processed_pseudogene
AC007639.1,processed_transcript
AC007649.1,NA
AC007652.1,lincRNA
AC007663.1,antisense
AC007663.2,lincRNA
AC007673.1,NA
AC007677.1,processed_pseudogene
AC007677.2,processed_pseudogene
AC007677.3,NA
AC007679.1,processed_pseudogene
AC007679.3,antisense
AC007679.4,processed_pseudogene
AC007680.2,NA
AC007682.1,lincRNA
AC007682.2,NA
AC007683.1,NA
AC007686.1,NA
AC007686.2,lincRNA
AC007687.1,NA
AC007688.1,antisense
AC007688.2,transcribed_processed_pseudogene
AC007690.1,NA
AC007722.1,misc_RNA
AC007731.1,antisense
AC007731.3,misc_RNA
AC007739.1,NA
AC007740.1,antisense
AC007742.3,processed_pseudogene
AC007742.6,NA
AC007742.7,transcribed_unprocessed_pseudogene
AC007742.8,unprocessed_pseudogene
AC007743.1,antisense
AC007750.5,antisense
AC007773.1,NA
AC007780.1,NA
AC007785.1,NA
AC007785.2,NA
AC007786.1,misc_RNA
AC007790.1,NA
AC007790.3,processed_pseudogene
AC007790.4,processed_pseudogene
AC007834.1,NA
AC007834.2,misc_RNA
AC007842.1,processed_pseudogene
AC007875.2,processed_pseudogene
AC007875.3,NA
AC007878.1,NA
AC007879.1,lincRNA
AC007879.2,lincRNA
AC007879.3,lincRNA
AC007879.4,lincRNA
AC007879.5,antisense
AC007879.6,lincRNA
AC007879.7,lincRNA
AC007880.1,lincRNA
AC007881.1,NA
AC007881.4,unprocessed_pseudogene
AC007881.5,unprocessed_pseudogene
AC007881.6,unprocessed_pseudogene
AC007883.1,NA
AC007899.3,processed_pseudogene
AC007919.18,processed_pseudogene
AC007919.19,processed_pseudogene
AC007922.1,NA
AC007938.1,NA
AC007938.2,NA
AC007952.1,lincRNA
AC007952.2,NA
AC007952.3,NA
AC007952.4,NA
AC007952.5,processed_transcript
AC007952.6,antisense
AC007952.7,protein_coding
AC007956.1,NA
AC007963.1,transcribed_processed_pseudogene
AC007965.12,NA
AC007966.1,antisense
AC007967.1,NA
AC007967.2,unprocessed_pseudogene
AC007967.3,transcribed_unprocessed_pseudogene
AC007967.4,unprocessed_pseudogene
AC007969.3,processed_pseudogene
AC007969.4,processed_pseudogene
AC007969.5,processed_pseudogene
AC007970.1,antisense
AC007972.1,NA
AC008013.2,antisense
AC008021.1,protein_coding
AC008026.1,NA
AC008038.1,NA
AC008045.1,NA
AC008060.5,antisense
AC008060.7,lincRNA
AC008060.8,lincRNA
AC008062.1,sense_intronic
AC008063.2,antisense
AC008063.3,lincRNA
AC008065.1,processed_pseudogene
AC008067.2,antisense
AC008068.1,NA
AC008069.1,lincRNA
AC008069.2,processed_pseudogene
AC008070.1,unprocessed_pseudogene;misc_RNA
AC008071.1,NA
AC008071.2,antisense
AC008072.1,processed_pseudogene
AC008073.1,NA
AC008073.5,protein_coding
AC008073.7,antisense
AC008073.8,protein_coding
AC008073.9,antisense
AC008074.1,protein_coding
AC008074.3,bidirectional_promoter_lncRNA
AC008074.4,lincRNA
AC008074.5,processed_pseudogene
AC008079.9,antisense
AC008080.1,NA
AC008080.2,NA
AC008083.1,processed_transcript
AC008085.1,NA
AC008088.2,transcribed_processed_pseudogene
AC008088.3,NA
AC008103.1,NA
AC008103.2,unprocessed_pseudogene
AC008103.5,transcribed_processed_pseudogene
AC008105.1,NA
AC008122.1,NA
AC008122.2,NA
AC008128.2,processed_pseudogene
AC008132.1,NA
AC008132.12,processed_pseudogene
AC008132.13,NA
AC008132.14,transcribed_processed_pseudogene
AC008132.2,lincRNA
AC008147.1,NA
AC008147.2,NA
AC008147.4,NA
AC008154.1,NA
AC008154.4,antisense
AC008154.5,lincRNA
AC008155.1,processed_pseudogene
AC008155.2,processed_pseudogene
AC008158.1,NA
AC008162.1,protein_coding
AC008163.4,NA
AC008163.6,processed_pseudogene
AC008171.1,processed_pseudogene
AC008173.1,processed_pseudogene
AC008174.3,antisense
AC008175.1,lincRNA
AC008175.10,NA
AC008175.3,protein_coding
AC008245.1,NA
AC008264.4,processed_pseudogene
AC008265.2,processed_pseudogene
AC008267.1,NA
AC008267.2,NA
AC008268.1,lincRNA
AC008268.2,transcribed_unprocessed_pseudogene
AC008268.3,lincRNA
AC008269.2,lincRNA
AC008271.1,lincRNA
AC008277.1,antisense
AC008278.2,antisense
AC008278.3,antisense
AC008279.1,processed_pseudogene
AC008280.1,processed_pseudogene
AC008280.2,processed_pseudogene
AC008280.3,processed_pseudogene
AC008280.4,NA
AC008280.5,NA
AC008281.1,lincRNA
AC008379.1,NA
AC008379.2,NA
AC008383.1,misc_RNA
AC008392.1,NA
AC008394.1,lincRNA
AC008397.1,NA
AC008397.2,misc_RNA
AC008403.1,NA
AC008410.1,NA
AC008412.1,NA
AC008415.1,NA
AC008427.1,NA
AC008427.2,processed_pseudogene
AC008427.3,misc_RNA
AC008434.1,NA
AC008434.2,NA
AC008440.10,lincRNA
AC008440.5,antisense
AC008459.1,NA
AC008474.2,NA
AC008474.3,misc_RNA
AC008481.1,misc_RNA
AC008481.2,NA
AC008494.1,NA
AC008500.1,processed_pseudogene
AC008514.1,misc_RNA
AC008521.1,NA
AC008533.1,antisense
AC008537.1,transcribed_unprocessed_pseudogene
AC008537.2,unprocessed_pseudogene
AC008537.3,NA
AC008541.1,NA
AC008545.1,NA
AC008555.1,NA
AC008555.2,NA
AC008555.3,NA
AC008555.4,NA
AC008555.5,NA
AC008556.1,misc_RNA
AC008560.2,NA
AC008565.1,processed_pseudogene
AC008567.1,NA
AC008567.2,NA
AC008569.1,NA
AC008573.1,NA
AC008581.1,NA
AC008592.3,processed_pseudogene
AC008592.4,lincRNA
AC008592.5,processed_transcript
AC008592.6,processed_pseudogene
AC008592.7,lincRNA
AC008598.1,NA
AC008620.1,NA
AC008625.1,NA
AC008626.1,antisense
AC008635.2,NA
AC008659.1,misc_RNA
AC008670.1,NA
AC008670.2,NA
AC008670.3,NA
AC008670.4,NA
AC008670.5,NA
AC008671.1,NA
AC008676.1,NA
AC008686.1,NA
AC008686.2,lincRNA
AC008687.1,protein_coding
AC008687.2,NA
AC008691.1,NA
AC008694.1,NA
AC008694.2,processed_pseudogene
AC008694.3,transcribed_unprocessed_pseudogene
AC008695.1,NA
AC008697.1,antisense
AC008703.1,lincRNA
AC008706.1,NA
AC008728.2,misc_RNAsense_intronic
AC008728.3,NA
AC008733.3,protein_coding
AC008734.1,NA
AC008734.2,NA
AC008735.1,protein_coding
AC008735.15,protein_coding
AC008737.1,NA
AC008738.1,NA
AC008738.2,NA
AC008740.1,NA
AC008740.2,NA
AC008740.3,unprocessed_pseudogene
AC008740.4,NA
AC008743.7,protein_coding
AC008746.10,processed_pseudogene
AC008746.11,antisense
AC008746.3,antisense
AC008746.5,processed_pseudogene
AC008746.9,unprocessed_pseudogene
AC008747.1,NA
AC008749.2,protein_coding
AC008749.3,NA
AC008751.1,misc_RNA
AC008751.2,NA
AC008751.3,NA
AC008752.2,NA
AC008753.1,processed_pseudogene
AC008753.3,processed_pseudogene
AC008753.6,antisense
AC008759.1,NA
AC008763.1,protein_coding
AC008764.1,misc_RNA
AC008781.1,misc_RNA
AC008781.7,antisense
AC008806.2,NA
AC008813.1,NA
AC008813.2,NA
AC008829.1,NA
AC008834.1,lincRNA
AC008834.2,processed_pseudogene
AC008836.1,NA
AC008850.3,processed_pseudogene
AC008865.2,NA
AC008865.3,NA
AC008869.1,NA
AC008870.1,NA
AC008872.1,antisense
AC008888.7,transcribed_unitary_pseudogene
AC008894.1,NA
AC008895.1,NA
AC008915.3,NA
AC008937.2,antisense
AC008937.3,antisense
AC008940.1,lincRNA
AC008949.1,NA
AC008962.1,NA
AC008967.1,NA
AC008969.1,processed_transcript
AC008977.1,NA
AC008984.2,NA
AC008984.4,transcribed_unprocessed_pseudogene
AC008984.5,unprocessed_pseudogene
AC008984.6,transcribed_unprocessed_pseudogene
AC008984.7,unprocessed_pseudogene
AC008993.1,NA
AC009002.1,NA
AC009009.1,NA
AC009028.1,NA
AC009041.1,NA
AC009041.2,NA
AC009041.3,NA
AC009052.1,NA
AC009053.2,transcribed_unprocessed_pseudogene
AC009055.1,antisense
AC009060.2,NA
AC009060.3,antisense
AC009061.3,NA
AC009063.1,NA
AC009065.1,NA
AC009065.3,NA
AC009065.4,NA
AC009065.5,NA
AC009075.1,NA
AC009086.1,unprocessed_pseudogene
AC009086.2,NA
AC009086.4,NA
AC009093.1,NA
AC009094.1,NA
AC009095.4,antisense
AC009102.1,NA
AC009107.1,misc_RNA
AC009110.1,lincRNA
AC009113.1,lincRNA
AC009113.2,NA
AC009113.3,NA
AC009116.1,NA
AC009118.3,NA
AC009120.1,NA
AC009120.3,processed_pseudogene
AC009121.1,NA
AC009121.5,NA
AC009127.1,NA
AC009133.2,antisense
AC009133.3,NA
AC009133.4,NA
AC009142.1,NA
AC009158.1,lincRNA
AC009159.1,NA
AC009161.1,processed_pseudogene
AC009171.1,NA
AC009196.1,antisense
AC009196.2,processed_pseudogene
AC009223.1,transcribed_processed_pseudogene
AC009223.2,NA
AC009226.1,NA
AC009227.2,antisense
AC009227.3,lincRNA
AC009228.1,antisense
AC009229.4,processed_pseudogene
AC009229.5,lincRNA
AC009229.6,lincRNA
AC009232.2,antisense
AC009234.1,miRNAprocessed_pseudogene
AC009235.1,NA
AC009235.4,processed_pseudogene
AC009236.1,processed_transcript
AC009236.2,lincRNA
AC009237.1,transcribed_unprocessed_pseudogene
AC009237.10,processed_pseudogene
AC009237.11,processed_pseudogene
AC009237.12,unprocessed_pseudogene
AC009237.13,processed_pseudogene
AC009237.14,processed_pseudogene
AC009237.15,unprocessed_pseudogene
AC009237.16,processed_pseudogene
AC009237.17,processed_pseudogene
AC009237.2,unprocessed_pseudogene
AC009237.4,processed_pseudogene
AC009237.5,processed_pseudogene
AC009237.6,unprocessed_pseudogene
AC009237.7,unprocessed_pseudogene
AC009237.8,NA
AC009237.9,unprocessed_pseudogene
AC009238.5,processed_pseudogene
AC009238.6,unprocessed_pseudogene
AC009238.7,processed_pseudogene
AC009238.8,processed_pseudogene
AC009245.3,processed_pseudogene
AC009262.2,lincRNA
AC009263.2,processed_pseudogene
AC009264.1,antisense
AC009271.1,lincRNA
AC009274.6,processed_pseudogene
AC009276.4,lincRNA
AC009292.1,lincRNA
AC009294.1,processed_pseudogene
AC009297.1,processed_pseudogene
AC009299.1,NA
AC009299.2,antisense
AC009299.3,lincRNA
AC009299.4,processed_pseudogene
AC009299.5,processed_pseudogene
AC009302.2,processed_pseudogene
AC009302.4,processed_pseudogene
AC009303.1,antisense;misc_RNA
AC009303.2,NA
AC009303.3,processed_pseudogene
AC009305.1,antisense
AC009310.1,processed_pseudogene
AC009311.1,NA
AC009311.2,misc_RNA
AC009312.1,antisense
AC009313.1,antisense
AC009313.2,processed_pseudogene
AC009318.1,NA
AC009336.1,NA
AC009336.21,antisense
AC009336.23,antisense
AC009336.24,lincRNA
AC009358.1,NA
AC009362.2,processed_pseudogene
AC009365.3,lincRNA
AC009365.4,antisense
AC009402.1,NA
AC009403.2,antisense
AC009404.2,lincRNA
AC009410.1,lincRNA
AC009411.1,lincRNA
AC009411.2,lincRNA
AC009413.1,processed_pseudogene
AC009413.2,processed_pseudogene
AC009413.3,NA
AC009414.1,processed_pseudogene
AC009429.1,antisense
AC009434.1,NA
AC009452.1,misc_RNA
AC009455.1,NA
AC009464.1,NA
AC009473.1,antisense
AC009474.1,processed_pseudogene
AC009474.2,processed_pseudogene
AC009475.2,processed_transcript
AC009476.1,processed_pseudogene
AC009477.7,processed_pseudogene
AC009478.1,lincRNA
AC009480.3,antisense
AC009480.4,processed_pseudogene
AC009484.1,processed_pseudogene
AC009487.4,antisense
AC009487.5,3prime_overlapping_ncRNA
AC009487.6,processed_pseudogene
AC009487.7,processed_pseudogene
AC009492.1,lincRNA
AC009494.3,processed_pseudogene
AC009494.4,unprocessed_pseudogene
AC009495.1,NA
AC009495.2,lincRNA
AC009495.3,lincRNA
AC009495.4,lincRNA
AC009498.1,lincRNA
AC009498.2,processed_pseudogene
AC009499.1,NA
AC009499.2,lincRNA
AC009500.2,processed_pseudogene
AC009501.4,antisense
AC009501.5,transcribed_processed_pseudogene
AC009502.1,processed_pseudogene
AC009502.2,processed_pseudogene
AC009502.3,NA
AC009502.4,lincRNA
AC009505.1,NA
AC009505.2,antisense
AC009505.4,lincRNA
AC009506.1,antisense
AC009506.2,processed_pseudogene
AC009508.1,lincRNA
AC009509.2,protein_coding
AC009517.2,processed_pseudogene
AC009518.2,processed_pseudogene
AC009518.3,processed_pseudogene
AC009518.4,NA
AC009518.5,lincRNA
AC009518.8,antisense
AC009520.1,NA
AC009530.1,processed_pseudogene
AC009531.2,lincRNA
AC009532.1,antisense
AC009533.2,unprocessed_pseudogene
AC009541.1,processed_pseudogene
AC009542.1,NA
AC009542.2,antisense
AC009570.1,NA
AC009634.2,misc_RNA
